tick,sim_time,cells_burning,cells_ember,cells_burned,cells_wet,total_fire_cells,drones_emitting,drones_returning,drones_transit,drones_idle,drones_hovering,drones_charging,mean_battery,min_battery,mean_stability
1,0.1,3,0,0,198,3,0,0,3,147,0,0,1.0,1.0,0.8097
2,0.2,3,0,0,199,3,0,0,3,147,0,0,1.0,1.0,0.8112
3,0.3,3,0,0,202,3,0,0,3,147,0,0,1.0,1.0,0.811
4,0.4,3,0,0,203,3,0,0,3,147,0,0,1.0,1.0,0.8092
5,0.5,3,0,0,203,3,0,0,3,147,0,0,1.0,0.9999,0.8103
6,0.6,3,0,0,203,3,0,0,3,147,0,0,1.0,0.9999,0.8105
7,0.7,3,0,0,204,3,0,0,3,147,0,0,0.9999,0.9999,0.8095
8,0.8,3,0,0,206,3,0,0,3,147,0,0,0.9999,0.9999,0.8103
9,0.9,3,0,0,206,3,0,0,3,147,0,0,0.9999,0.9999,0.8103
10,1.0,3,0,0,208,3,0,0,3,147,0,0,0.9999,0.9999,0.809
11,1.1,3,0,0,209,3,0,0,3,147,0,0,0.9999,0.9999,0.7919
12,1.2,3,0,0,209,3,0,0,3,147,0,0,0.9999,0.9999,0.7951
13,1.3,3,0,0,212,3,0,0,3,147,0,0,0.9999,0.9999,0.7941
14,1.4,3,0,0,214,3,0,0,3,147,0,0,0.9999,0.9998,0.794
15,1.5,3,0,0,214,3,0,0,3,147,0,0,0.9999,0.9998,0.79
16,1.6,3,0,0,214,3,0,0,3,147,0,0,0.9999,0.9998,0.7918
17,1.7,3,0,0,215,3,0,0,3,147,0,0,0.9999,0.9998,0.7954
18,1.8,3,0,0,215,3,0,0,3,147,0,0,0.9999,0.9998,0.7916
19,1.9,3,0,0,216,3,0,0,3,147,0,0,0.9999,0.9998,0.7917
20,2.0,3,0,0,217,3,0,0,3,147,0,0,0.9999,0.9998,0.7928
21,2.1,3,0,0,217,3,0,0,6,144,0,0,0.9999,0.9998,0.7616
22,2.2,3,0,0,219,3,0,0,6,144,0,0,0.9998,0.9998,0.765
23,2.3,3,0,0,221,3,0,0,6,144,0,0,0.9998,0.9997,0.7672
24,2.4,3,0,0,223,3,0,0,6,144,0,0,0.9998,0.9997,0.7632
25,2.5,3,0,0,225,3,0,0,6,144,0,0,0.9998,0.9997,0.7625
26,2.6,3,0,0,227,3,0,0,6,144,0,0,0.9998,0.9997,0.7596
27,2.7,3,0,0,228,3,0,0,6,144,0,0,0.9998,0.9997,0.7606
28,2.8,3,0,0,230,3,0,0,6,144,0,0,0.9998,0.9997,0.7656
29,2.9,3,0,0,230,3,0,0,6,144,0,0,0.9998,0.9997,0.7685
30,3.0,3,0,0,232,3,0,0,6,144,0,0,0.9998,0.9997,0.7657
31,3.1,3,0,0,232,3,0,0,6,144,0,0,0.9998,0.9997,0.7213
32,3.2,3,0,0,234,3,0,0,6,144,0,0,0.9998,0.9997,0.718
33,3.3,3,0,0,236,3,0,0,6,144,0,0,0.9998,0.9997,0.7179
34,3.4,3,0,0,238,3,0,0,6,144,0,0,0.9998,0.9996,0.7215
